allow_customer_reviews,attribute_1_global,attribute_1_name,attribute_1_values,attribute_1_visible,attribute_2_global,attribute_2_name,attribute_2_values,attribute_2_visible,backorders_allowed,button_text,categories,cross_sells,currency,date_sale_price_ends,date_sale_price_starts,description,download_1_URL,download_1_name,download_2_URL,download_2_name,download_expiry_days,download_limit,external_URL,grouped_products,height,images,in_stock,is_featured,length,meta__wpcom_is_markdown,name,parent,position,published,purchase_note,regular_price,sale_price,shipping_class,short_description,sku,sold_individually,stock,tags,tax_class,tax_status,upsells,url,visibility_in_catalog,weight,width
,,Kleur,"Zwart, donkergrijs, lichtgrijs, marineblauw, bordeauxrood, Wit, lichtbruin, Gebroken wit, mintgroen, zand, Roze, lichtgroen, donkerbeige, Appelgroen, Grijspaars, Lichtgeel",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,Zeer grote Jersey sjaal van zachte stof. 70x180cm,,,,,,,,,,https://static.itijara.eu/4976-large_default/jersey-sjaal-extra-breed.jpg,,,,,Jersey Sjaal Extra Breed,,,1,,None,6.5,,Zeer grote Jersey sjaal van zachte stof.,162,,,,,,,https://www.libasi.nl/sjaals/2873-748-jersey-sjaal-extra-breed.html#/162-kleur-lichtgrijs,,,
,,Kleur,"Zwart, donkergrijs, donkerpaars, marineblauw, donkergroen, DonkerPetrol, Middengrijs",,,,,,,,Home > Hijab & hijab accessoires > Ghimaar,,EUR,,,"Ghimaar valt tussen de heup en knie afhankelijk van de lengte van de drager. Absolute topkwaliteit. Alleen Ghimaar word geleverd, rok is niet inbegrepen.",,,,,,,,,,https://static.itijara.eu/9656-large_default/founara-ghimaar-l.jpg,,,,,Founara Ghimaar - L,,,1,,None,17.5,,Ghimaar valt tussen de heup en knie afhankelijk van de lengte van de drager.,160,,,"ghimaar,
                ,khimaar,
                ,khimar,
                ,ghimar,
                ",,,,https://www.libasi.nl/ghimaar/5654-2271-founara-ghimaar-l.html#/160-kleur-donkergrijs,,,
,,Kleur,"donkerpaars, turquoise, marineblauw, fushiaroze, lichtblauw, donkergroen, Rood",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,,,,,,,,,,,https://static.itijara.eu/6682-large_default/jersey-sjaal-premium.jpg,,,,,Jersey Sjaal Premium,,,1,,"5,95",4.76,,Jersey sjaal van de bekende merk Stanbl Jasmine. Gemaakt in Turkije van Katoen en Elasthan.,200,,,,,,,https://www.libasi.nl/sjaals/3847-1705-jersey-sjaal-premium.html#/200-kleur-lichtblauw,,,
,,Kleur,"Zwart, donkerpaars, donkerbruin, Donkergrasgroen, marineblauw, bordeauxrood, Wit, Taupe, Gebroken wit, Dieprose, donkergroen",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,,,,,,,,,,,https://static.itijara.eu/1571-large_default/mouwtjes.jpg,,,,,Mouwtjes,,,1,,None,1.5,,Ook weleens last van doorzichtige of te korte mouwen? Deze mouwtjes lossen dat perfect op. Op deze manier kun je toch je favoriete kledingstuk dragen en bedekt zijn.,293,,,"hijab,
                ,zwart,
                ,mouwtjes,
                ",,,,https://www.libasi.nl/kapjes-mouwtjes/852-657-mouwtjes.html#/177-kleur-wit/293-maat-elleboog,,,
,,Kleur,"Zwart, donkerblauw, donkergrijs, lichtgrijs, Wit",,,,,,,,Home > Hijab & hijab accessoires > Hoofddoeken,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/10405-medium_default/sporthoofddoek.jpg,https://static.itijara.eu/10406-medium_default/sporthoofddoek.jpg,https://static.itijara.eu/10407-medium_default/sporthoofddoek.jpg,https://static.itijara.eu/10408-medium_default/sporthoofddoek.jpg,https://static.itijara.eu/10405-large_default/sporthoofddoek.jpg,https://static.itijara.eu/10406-large_default/sporthoofddoek.jpg,https://static.itijara.eu/10407-large_default/sporthoofddoek.jpg",,,,,Sporthoofddoek,,,1,,None,7.95,,"Nieuwe Model Sporthoofddoek. Trendy Design en gemaakt van luchtige stof. Zit Zeer comfortabel, zeker tijdens omstandigheden waarin je je bevindt tijdens het sporten.",158,,,,,,,https://www.libasi.nl/hoofddoeken/6104-2742-sporthoofddoek.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, donkergrijs, donkerbruin, Wit, Donkerrose, Geel",,,,,,,,Home > Hijab & hijab accessoires > Instant & Amira,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/6113-medium_default/instant-turban-hijab.jpg,https://static.itijara.eu/6114-medium_default/instant-turban-hijab.jpg,https://static.itijara.eu/6113-large_default/instant-turban-hijab.jpg,https://static.itijara.eu/6114-large_default/instant-turban-hijab.jpg",1,,,,Instant Turban Hijab,,,1,,"2,95",2.66,,Een Mutsje die wat weg heeft van een tulband die als (onderdeel van een) hoofddoek gedragen word. Inmiddels een rage over de hele wereld.,158,,,,,,,https://www.libasi.nl/instant-amira/3478-1450-instant-turban-hijab.html#/158-kleur-zwart,,,
,,None,,,,,,,,,Home > Hijab & hijab accessoires > Ghimaar,,EUR,,,,,,,,,,,,,https://static.itijara.eu/7426-large_default/heup-ghimaar-founara-zwart.jpg,,,,,Heup Ghimaar Founara Zwart,,,1,,None,12.5,,None,4243,,,,,,,https://www.libasi.nl/ghimaar/4243-heup-ghimaar-founara-zwart.html,,,
,,Kleur,"Zwart, donkergrijs, lichtgrijs, donkerbruin, olijfgroen, marineblauw, bordeauxrood, Wit, Taupe, zalmroze, mosgroen, Donkerrose, donkerbeige, Lichthemelsblauw",,,,,,,,Home > Hijab & hijab accessoires > Hoofddoeken,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/1638-medium_default/hoofddoek-chiffon-medium.jpg,https://static.itijara.eu/1637-medium_default/hoofddoek-chiffon-medium.jpg,https://static.itijara.eu/1638-large_default/hoofddoek-chiffon-medium.jpg,https://static.itijara.eu/1637-large_default/hoofddoek-chiffon-medium.jpg",,,,,Hoofddoek Chiffon Medium,,,1,,None,3.95,,None,158,,,,,,,https://www.libasi.nl/hoofddoeken/878-524-hoofddoek-chiffon-medium.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, donkerbruin, Taupe, Gebroken wit, zand, Poederroze",,,,,,,,Home > Hijab & hijab accessoires > Hoofddoeken,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/10208-medium_default/turban-hijab-kant.jpg,https://static.itijara.eu/10209-medium_default/turban-hijab-kant.jpg,https://static.itijara.eu/10208-large_default/turban-hijab-kant.jpg,https://static.itijara.eu/10209-large_default/turban-hijab-kant.jpg",,,,,Turban Hijab Kant,,,1,,None,2.95,,None,158,,,,,,,https://www.libasi.nl/hoofddoeken/5980-2505-turban-hijab-kant.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, lichtgrijs, marineblauw, bordeauxrood, lichtbruin, Taupe, Gebroken wit, mintgroen, zand, okergeel, lichtblauw, donkergroen, donkerbeige, Rusty, Perzikrose, Rood, Grijspaars, Middengrijs, Indisch Rood",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,,,,,,,,,,,https://static.itijara.eu/1643-large_default/jersey-sjaal.jpg,,,,,Jersey Sjaal,,,1,,None,4.5,,None,158,,,,,,,https://www.libasi.nl/sjaals/882-536-jersey-sjaal.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, donkergrijs, donkerpaars, lichtgrijs, donkerbruin, marineblauw, bordeauxrood, Wit, Donkerstaalblauw, Dieprose, lichtroze, mintgroen, Antraciet, donkergroen, Perzikrose",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10189-large_default/ninja-kapje.jpg,,,,,Ninja kapje,,,1,,None,2.5,,Katoenen ninja kapje. Ideaal voor onder doorzichtige sjaals en hoofddoeken.,298,,,"hijab,
                ,sjaal,
                ,ninjakapje,
                ",,,,https://www.libasi.nl/kapjes-mouwtjes/853-2365-ninja-kapje.html#/298-kleur-perzikrose,,,
,,Kleur,"Zwart, lichtgrijs, marineblauw, Wit, lichtbruin, Gebroken wit, Creme",,,,,,,,Home > Hijab & hijab accessoires > Instant & Amira,,EUR,,,"Amira waarbij het kapje vastzit aan de hoofddoek. Met een beweging trek je je hoofddoek aan. Zeer handig voor thuis, maar door de mooie kwaliteit ook geschikt voor buiten.",,,,,,,,,,https://static.itijara.eu/5012-large_default/amira-eendelig.jpg,,,,,Amira Eendelig,,,1,,None,3.5,,None,158,,,,,,,https://www.libasi.nl/instant-amira/2895-814-amira-eendelig.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, Wit, donkergroen",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/5099-medium_default/ribbel-sjaal.jpg,https://static.itijara.eu/1636-medium_default/ribbel-sjaal.jpg,https://static.itijara.eu/1635-medium_default/ribbel-sjaal.jpg,https://static.itijara.eu/5099-large_default/ribbel-sjaal.jpg,https://static.itijara.eu/1636-large_default/ribbel-sjaal.jpg,https://static.itijara.eu/1635-large_default/ribbel-sjaal.jpg",,,,,Ribbel Sjaal,,,1,,None,3.95,,None,177,,,,,,,https://www.libasi.nl/sjaals/877-500-ribbel-sjaal.html#/177-kleur-wit,,,
,,Kleur,"donkerbruin, Petrol, Donkerstaalblauw",,,,,,,,Home > Hijab & hijab accessoires > Ghimaar,,EUR,,,Mooie ghimaar die ongeveer tot de heup komt. Gemaakt in Egypte en van super kwaliteit.,,,,,,,,,,https://static.itijara.eu/5011-large_default/ghimaar-m.jpg,1,,,,Ghimaar - M,,,1,,None,14.95,,Mooie ghimaar die ongeveer tot de heup komt. Gemaakt in Egypte en van super kwaliteit.,163,,,,,,,https://www.libasi.nl/ghimaar/2894-808-ghimaar-m.html#/163-kleur-donkerbruin,,,
,,Kleur,"Zwart, lichtgrijs, Donkergrasgroen, Donkergrijspaars, Wit, Gebroken wit, lichtblauw, Lila, Appelgroen, Staalblauw",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/7141-medium_default/kapjes-katoen-stretch.jpg,https://static.itijara.eu/10217-medium_default/kapjes-katoen-stretch.jpg,https://static.itijara.eu/7141-large_default/kapjes-katoen-stretch.jpg,https://static.itijara.eu/10217-large_default/kapjes-katoen-stretch.jpg",,,,,Kapjes katoen Stretch,,,1,,None,2.5,,None,158,,,,,,,https://www.libasi.nl/kapjes-mouwtjes/4144-1768-kapjes-katoen-stretch.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, marineblauw, Wit, lichtbruin, Taupe, Gebroken wit, grijsgroen, Donkerrood, Roze, DonkerPetrol",,,,,,,,Home > Hijab & hijab accessoires > Instant & Amira,,EUR,,,Een soepele rekbare hoofddoek die zeer makkelijk te dragen en altijd goed valt. Om deze hoofddoek aan te trekken heeft u geen spelden nodig. De hoofddoek word geleverd met haarband. Gemaakt van 100% polyester.,,,,,,,,,,"https://static.itijara.eu/10182-medium_default/amira-hoofddoek-stretch.jpg,https://static.itijara.eu/1634-medium_default/amira-hoofddoek-stretch.jpg,https://static.itijara.eu/10181-medium_default/amira-hoofddoek-stretch.jpg,https://static.itijara.eu/10182-large_default/amira-hoofddoek-stretch.jpg,https://static.itijara.eu/1634-large_default/amira-hoofddoek-stretch.jpg,https://static.itijara.eu/10181-large_default/amira-hoofddoek-stretch.jpg",,,,,Amira Hoofddoek Stretch,,,1,,None,3.95,,None,158,,,,,,,https://www.libasi.nl/instant-amira/876-492-amira-hoofddoek-stretch.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, donkerblauw, donkerpaars, lichtgrijs, donkerbruin, olijfgroen, Petrol, marineblauw, Wit, Donkerstaalblauw, Taupe, Gebroken wit, Dieprose, lichtroze, mintgroen, zalmroze, lichtblauw, Donkerrood, Roze, lichtgroen, donkergroen, Perzikrose, Staalblauw, OranjeBruin, Poederroze, Hemelsblauw, Geelbruin, Grijspaars",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,"Pashmina's zijn ideaal voor dagelijks gebruik. Enkelkleurig en beschikbaar in heel veel kleuren, dus makkelijke te combineren met je outfit. We verkopen de Pashmina sjaals met en zonder sliertjes. Deze versie is de variant zonder de franjes die onlangs op de markt zijn gebracht. Een trendy alternatief voor de oude vertrouwde Pashmina's!",,,,,,,,,,"https://static.itijara.eu/1580-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1578-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1575-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1576-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1577-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1579-medium_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1580-large_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1578-large_default/pashmina-zonder-touwtjes.jpg,https://static.itijara.eu/1575-large_default/pashmina-zonder-touwtjes.jpg",,,,,Pashmina zonder touwtjes,,,1,,None,4.95,,Prachtige luchtige pashmina's zonder touwtjes,188,,,"hijab,
                ,sjaal,
                ,zomer,
                ,pashmina,
                ",,,,https://www.libasi.nl/sjaals/856-376-pashmina-zonder-touwtjes.html#/188-kleur-taupe,,,
,,Kleur,"donkergrijs, donkerpaars, donkerbruin, kobaltblauw, marineblauw, Dieprose, zeegroen, lichtroze, Donkerrood, mosgroen, Rusty, Aquamarijn, Rood, DonkerPetrol",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,"Ook altijd last van je oren door knellende kapjes, dan is dit de oplossing. Het voordeel van een kapje (geen glijdende hoofddoek) maar je oren worden bespaard.",,,,,,,,,,https://static.itijara.eu/1574-large_default/haarband-kapje.jpg,,,,,Haarband kapje,,,1,,None,1.5,,Haarband van stretch katoen die je gebruikt als kapje onder je hijab,190,,,"hijab,
                ,sjaal,
                ,kapje,
                ,bonet,
                ,haarband,
                ",,,,https://www.libasi.nl/kapjes-mouwtjes/855-342-haarband-kapje.html#/190-kleur-dieprose,,,
,,Kleur,"Zwart, donkerblauw, donkergrijs, Donkergrasgroen, marineblauw, bordeauxrood, Wit, Taupe, lichtroze, mintgroen, okergeel, lichtblauw, Bruin, Donkerrood, Roze, donkergroen, Geel, Creme, Oranje, Hemelsblauw, Geelbruin, Donkeroranje, Licht Taupe, Grijspaars, Middengrijs",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/1639-medium_default/skin-hijab.jpg,https://static.itijara.eu/7185-medium_default/skin-hijab.jpg,https://static.itijara.eu/7186-medium_default/skin-hijab.jpg,https://static.itijara.eu/1639-large_default/skin-hijab.jpg,https://static.itijara.eu/7185-large_default/skin-hijab.jpg,https://static.itijara.eu/7186-large_default/skin-hijab.jpg",,,,,Skin Hijab,,,1,,None,3.5,,None,158,,,,,,,https://www.libasi.nl/sjaals/879-530-skin-hijab.html#/158-kleur-zwart,,,
,,Kleur,"donkergrijs, donkerpaars, donkerbruin, Donkergrijspaars, Petrol, bordeauxrood, zand, Donkerrood",,,,,,,,Home > Hijab & hijab accessoires > Ghimaar,,EUR,,,"Ghimaar valt tussen de heup en knie afhankelijk van de lengte van de drager. Absolute topkwaliteit. Alleen Ghimaar word geleverd, rok is niet inbegrepen.",,,,,,,,,,"https://static.itijara.eu/4984-medium_default/al-faeza-ghimaar-l-.jpg,https://static.itijara.eu/4985-medium_default/al-faeza-ghimaar-l-.jpg,https://static.itijara.eu/4984-large_default/al-faeza-ghimaar-l-.jpg,https://static.itijara.eu/4985-large_default/al-faeza-ghimaar-l-.jpg",1,,,,Al Faeza Ghimaar - L,,,1,,None,17.5,,Ghimaar valt tussen de heup en knie afhankelijk van de lengte van de drager.,176,,,"ghimaar,
                ,khimaar,
                ,khimar,
                ,ghimar,
                ",,,,https://www.libasi.nl/ghimaar/2877-770-al-faeza-ghimaar-l-.html#/176-kleur-bordeauxrood,,,
,,Kleur,"Zwart, marineblauw, mintgroen, Roze",,,,,,,,Home > Hijab & hijab accessoires > Instant & Amira,,EUR,,,gemakkelijke praktische hijab van soepele jerseystof. Geen speldjes nodig.,,,,,,,,,,"https://static.itijara.eu/1602-medium_default/instant-praktische-jersey-hijab.jpg,https://static.itijara.eu/1600-medium_default/instant-praktische-jersey-hijab.jpg,https://static.itijara.eu/1601-medium_default/instant-praktische-jersey-hijab.jpg,https://static.itijara.eu/1602-large_default/instant-praktische-jersey-hijab.jpg,https://static.itijara.eu/1600-large_default/instant-praktische-jersey-hijab.jpg,https://static.itijara.eu/1601-large_default/instant-praktische-jersey-hijab.jpg",1,,,,Instant Praktische Jersey Hijab,,,1,,None,5.95,,gemakkelijke praktische hijab van soepele jerseystof,158,,,"hijab,
                ,jersey,
                ,instant,
                ,praktisch,
                ",,,,https://www.libasi.nl/instant-amira/865-692-instant-praktische-jersey-hijab.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, donkergrijs, lichtgrijs, oudroze, Wit, Donkerstaalblauw, Taupe, Gebroken wit, mintgroen, zand, Roze, donkergroen, Creme, Dennengroen, Paars, Blauw-Groen, Perzikrose, Staalblauw",,,,,,,,Home > Hijab & hijab accessoires > Hoofddoeken,,EUR,,,Grote ronde hoofddoek van soepele chiffon stof.,,,,,,,,,,"https://static.itijara.eu/1595-medium_default/chiffon-hoofddoek-large.jpg,https://static.itijara.eu/1594-medium_default/chiffon-hoofddoek-large.jpg,https://static.itijara.eu/1595-large_default/chiffon-hoofddoek-large.jpg,https://static.itijara.eu/1594-large_default/chiffon-hoofddoek-large.jpg",,,,,Chiffon Hoofddoek - Large,,,1,,None,4.95,,Grote ronde hoofddoek van soepele chiffon stof.,177,,,"hijab,
                ,chiffon,
                ,hoofddoek,
                ,rond,
                ",,,,https://www.libasi.nl/hoofddoeken/862-400-chiffon-hoofddoek-large.html#/177-kleur-wit,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/10173-medium_default/hoofddoekmagneet-zwart-zilver.jpg,https://static.itijara.eu/10174-medium_default/hoofddoekmagneet-zwart-zilver.jpg,https://static.itijara.eu/10175-medium_default/hoofddoekmagneet-zwart-zilver.jpg,https://static.itijara.eu/10173-large_default/hoofddoekmagneet-zwart-zilver.jpg,https://static.itijara.eu/10174-large_default/hoofddoekmagneet-zwart-zilver.jpg,https://static.itijara.eu/10175-large_default/hoofddoekmagneet-zwart-zilver.jpg",,,,,Hoofddoekmagneet - Zwart-Zilver,,,1,,None,1.95,,None,5965,,,,,,,https://www.libasi.nl/spelden-en-sieraden/5965-hoofddoekmagneet-zwart-zilver.html,,,
,,Kleur,"turquoise, Wit, zalmroze, Roze, Geel, Lila",,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10172-large_default/hijab-magneet-stof-goudfolie.jpg,,,,,Hijab Magneet Stof + Goudfolie,,,1,,None,1.95,,Een Hoofddoek magneet om je hoofddoek of sjaal mee vast te maken zonder gebruik te hoeven maken van spelden. Deze Hoofddoekmagneet is iets kleiner dan de gewone andere hoofddoekmagneten.,177,,,,,,,https://www.libasi.nl/spelden-en-sieraden/5964-2351-hijab-magneet-stof-goudfolie.html#/177-kleur-wit,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10138-large_default/veiligheidsspelden-kleur-6-stuks.jpg,,,,,Veiligheidsspelden Kleur (6 Stuks),,,1,,None,1.95,,None,5940,,,,,,,https://www.libasi.nl/spelden-en-sieraden/5940-veiligheidsspelden-kleur-6-stuks.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10134-large_default/veiligheidsspelden-dubbelkleur-8-stuks.jpg,,,,,Veiligheidsspelden Dubbelkleur (8 stuks),,,1,,None,2.5,,None,5938,,,,,,,https://www.libasi.nl/spelden-en-sieraden/5938-veiligheidsspelden-dubbelkleur-8-stuks.html,,,
,,Kleur,"Zwart, donkerbruin, kobaltblauw, Wit, lichtblauw, goud, Paars, Rood, Groen",,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10171-large_default/hijab-magneet-glitter.jpg,,,,,Hijab Magneet Glitter,,,1,,None,1.95,,Mooie Magneet om je hoofddoek mee vast te knopen zonder gebruikt te hoeven maken van spelden. Hierdoor blijft je hoofddoek/sjaal,158,,,,,,,https://www.libasi.nl/spelden-en-sieraden/5963-2348-hijab-magneet-glitter.html#/158-kleur-zwart,,,
,,Kleur,"Zwart, lichtgrijs, donkerbruin, marineblauw, Wit",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,,,,,,,,,,,"https://static.itijara.eu/1647-medium_default/handschoenen.jpg,https://static.itijara.eu/1646-medium_default/handschoenen.jpg,https://static.itijara.eu/1647-large_default/handschoenen.jpg,https://static.itijara.eu/1646-large_default/handschoenen.jpg",,,,,Handschoenen,,,1,,None,2.5,,None,158,,,,,,,https://www.libasi.nl/kapjes-mouwtjes/885-553-handschoenen.html#/158-kleur-zwart,,,
,,Kleur,"donkergrijs, kobaltblauw, olijfgroen, bordeauxrood, Wit, Bruin, Donkerrose, Geel, DonkerPetrol",,,,,,,,Home > Hijab & hijab accessoires > Sjaals,,EUR,,,"Zoek je superzachte pashmina sjaals, maar vind je echt cashmere te duur? Pashmina sjaal van echte cashmere kunnen wel boven de 100 euro per stuk kosten. Doordat deze sjaals gemaakt zijn van een ideale mix van verschillende stoffen voelt de sjaal net echte cashmere. Super zacht en soepel. De sjaal is gemaakt van 60% viscose, 30% Katoen en 10% wol. De taupe kleuren sjaal is gemaakt van 20% echte cashmere en 80% viscose.",,,,,,,,,,https://static.itijara.eu/6117-large_default/pashmina-sjaal-cashmere-feel-touch.jpg,1,,,,Pashmina Sjaal Cashmere Feel & Touch,,,1,,None,7.5,,None,160,,,,,,,https://www.libasi.nl/sjaals/3480-1469-pashmina-sjaal-cashmere-feel-touch.html#/160-kleur-donkergrijs,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10410-large_default/luxe-speld-met-steentje-2-stuks-goud.jpg,,,,,Luxe Speld met Steentje (2 stuks) Goud,,,1,,None,0.95,,Mooie Luxe Speld met kristallen steentje. U ontvangt een set van 2 Goudkleurige spelden.,6106,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6106-luxe-speld-met-steentje-2-stuks-goud.html,,,
,,Kleur,"Zwart, donkergrijs, donkerbruin, kobaltblauw, Petrol, Wit, Dieprose, lichtroze, mintgroen, Roze, donkergroen, Geel, Creme, Paars, Perzikrose, Rood, Lila, Oranje, Grasgroen, Khaki",,,,,,,,Home > Hijab & hijab accessoires > Kapjes & Mouwtjes,,EUR,,,"Mooie stretch kapje die haar, nek en hals bedekt, waardoor je meer vrijheid hebt om je hoofddoek zo te knopen, hoe je wilt, zonder dat je delen bloot laat. Stof: Modal Formaat: 24 cm x 35 cm Gewicht: 40 gram",,,,,,,,,,"https://static.itijara.eu/11159-medium_default/libasi-ninja-onderkapje.jpg,https://static.itijara.eu/11157-medium_default/libasi-ninja-onderkapje.jpg,https://static.itijara.eu/11158-medium_default/libasi-ninja-onderkapje.jpg,https://static.itijara.eu/11159-large_default/libasi-ninja-onderkapje.jpg,https://static.itijara.eu/11157-large_default/libasi-ninja-onderkapje.jpg,https://static.itijara.eu/11158-large_default/libasi-ninja-onderkapje.jpg",,,,,Libasi Ninja Onderkapje,,,1,,None,2.5,,"Ninja onderkapje, te gebruiken als onderhoofddoek.",158,,,,,,,https://www.libasi.nl/kapjes-mouwtjes/6536-2873-libasi-ninja-onderkapje.html#/158-kleur-zwart,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10409-large_default/luxe-speld-met-steentje-2-stuks-zilver.jpg,,,,,Luxe Speld met Steentje (2 stuks) Zilver,,,1,,None,0.95,,Mooie Luxe Speld met kristallen steentje. U ontvangt een set van 2 zilveren spelden.,6105,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6105-luxe-speld-met-steentje-2-stuks-zilver.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,,,,,,,,,,,https://static.itijara.eu/10383-large_default/veiligheidsspeld-xl-goud-parel.jpg,,,,,Veiligheidsspeld XL - Goud Parel,,,1,,None,0.95,,None,6095,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6095-veiligheidsspeld-xl-goud-parel.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,"Veiligheidsspeld of Broche ter verfraaiing van je hoofddoek. Materiaal: Zink Legering en Parel Formaat: 5,5 cm x 1,5 cm Gewicht: 3 gram",,,,,,,,,,"https://static.itijara.eu/10380-medium_default/parelspeld-roze.jpg,https://static.itijara.eu/10381-medium_default/parelspeld-roze.jpg,https://static.itijara.eu/10380-large_default/parelspeld-roze.jpg,https://static.itijara.eu/10381-large_default/parelspeld-roze.jpg",,,,,Parelspeld - Roze,,,1,,None,1.75,,Grote Veiligheidsspeld om je hoofddoek of sjaal mee vast te maken.,6092,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6092-parelspeld-roze.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,Veiligheidsspeld of Broche ter verfraaiing van je hoofddoek. Materiaal: Zink Legering en Kristal,,,,,,,,,,https://static.itijara.eu/10382-large_default/veiligheidsspeld-xl-kristal-2.jpg,,,,,Veiligheidsspeld XL - Kristal 2,,,1,,None,1.95,,Grote Veiligheidsspeld om je hoofddoek of sjaal mee vast te maken.,6094,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6094-veiligheidsspeld-xl-kristal-2.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,"Veiligheidsspeld of Broche ter verfraaiing van je hoofddoek. Materiaal: Zink Legering en Parel Formaat: 5 cm x 1,3 cm Gewicht: 2 gram",,,,,,,,,,"https://static.itijara.eu/10378-medium_default/veiligheidsspeld-xl-parel-zilver.jpg,https://static.itijara.eu/10379-medium_default/veiligheidsspeld-xl-parel-zilver.jpg,https://static.itijara.eu/10378-large_default/veiligheidsspeld-xl-parel-zilver.jpg,https://static.itijara.eu/10379-large_default/veiligheidsspeld-xl-parel-zilver.jpg",,,,,Veiligheidsspeld XL - Parel Zilver,,,1,,None,0.95,,Grote Veiligheidsspeld om je hoofddoek of sjaal mee vast te maken.,6091,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6091-veiligheidsspeld-xl-parel-zilver.html,,,
,,None,,,,,,,,,Home > Spelden en Sieraden,,EUR,,,"Veiligheidsspeld of Broche ter verfraaiing van je hoofddoek. Materiaal: Zink Legering en Kristal Formaat: 8 cm x 1,8 cm Gewicht: 11 gram",,,,,,,,,,"https://static.itijara.eu/10376-medium_default/veiligheidsspeld-xl-kristal.jpg,https://static.itijara.eu/10377-medium_default/veiligheidsspeld-xl-kristal.jpg,https://static.itijara.eu/10376-large_default/veiligheidsspeld-xl-kristal.jpg,https://static.itijara.eu/10377-large_default/veiligheidsspeld-xl-kristal.jpg",,,,,Veiligheidsspeld XL - Kristal,,,1,,None,1.95,,Grote Veiligheidsspeld om je hoofddoek of sjaal mee vast te maken.,6089,,,,,,,https://www.libasi.nl/spelden-en-sieraden/6089-veiligheidsspeld-xl-kristal.html,,,
